order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD477734,ID0298045603,2019-12-16,Nickolson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('iStream', 2), ('Olivia x460', 1)]",7205.0,95.45,-37.8259453,144.9621415,5,6940.2,Summer,True,1.0459,very good very good,
ORD138280,ID0777830787,2019-05-06,Thompson,"[('Toshika 750', 2), ('iStream', 1)]",8790.0,66.25,-37.8039177,144.9585909,5,8416.75,Autumn,False,1.406,perfecto equipo al mejor precio muy buen equipo a muy buen precio,1.0
ORD285205,ID0202772800,2019-07-08,,"[('Candle Inferno', 2), ('pearTV', 1)]",7170.0,74.29,-37.8052525,144.9260628,15,6168.79,Winter,False,,sexy phone beautiful art screen. it is 6.4 inch but slim and long so easy to grab. great price. long battery life. reliable. love it.,1.0
ORD384499,ID2190483582,2019-12-10,Thompson,"[('Alcon 10', 1), ('Thunder line', 2), ('Olivia x460', 1)]",14535.0,,-37.8092157,144.9609332,25,10979.32,Summer,False,1.2786,i like it all,1.0
ORD172334,ID6167344586,2019-07-31,Nickolson,"[('Olivia x460', 1), ('pearTV', 1), ('iStream', 1)]",7685.0,48.32,-37.8141203,144.9716676,25,5812.07,Winter,False,0.5318,not a us model the description is wrong. i received the australian model that is not compatible with us carriers,0.0
ORD242660,ID6167440990,2019-07-17,Nickolson,"[('Alcon 10', 2), ('Thunder line', 1), ('pearTV', 1), ('Universe Note', 1)]",29840.0,64.45,-37.8132527,144.96255109999996,10,26920.45,Winter,False,0.8559,i like the portability of it. i take it with me when i babysit my granddaughter.,1.0
ORD475201,ID0091971021,2019-10-29,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('iAssist Line', 2)]",14320.0,100.12,-37.8178305,144.9487158,5,13704.12,Spring,True,0.5921,un gran celular todo genial hasta el momento...,1.0
ORD135333,ID0387153060,2019-03-21,Thompson,"[('Olivia x460', 1), ('pearTV', 1)]",7535.0,,-37.7997669,144.9450312,0,7586.69,Autumn,False,1.4478,buyers beware when purchasing alcons7 buyers beware purchased alcon 7 the phone stop working hardware problem company will not answer my text messages,0.0
ORD214970,ID3961293506,2019-06-14,Nickolson,"[('iStream', 2), ('Toshika 750', 1)]",4620.0,67.97,-37.8077478,144.9629014,15,3994.97,Winter,False,1.3416,amazing phonr looks and works like brand new!!!!!,1.0
ORD472593,ID1131986150,2019-04-01,Thompson,"[('Alcon 10', 1), ('iStream', 1)]",9100.0,63.0,-37.8151145,144.94497980000003,10,8253.0,Autumn,False,0.328,nice nice product!!!!,1.0
ORD213030,ID0368390010,2019-08-05,Nickolson,"[('Universe Note', 1), ('iStream', 1)]",3600.0,84.72,-37.802957,144.9700772,25,2784.72,Winter,True,1.7414,"great phone, will recommend so far a great phone, i bought it for a family member dor personal use, he says its a great phone",1.0
ORD480598,ID0030223323,2019-09-20,Bakers,"[('Thunder line', 1), ('iAssist Line', 2), ('Universe Note', 2)]",13530.0,82.32,-37.7961315,144.9949687,0,13612.32,Spring,False,1.5435,?=#stew proof i like it,1.0
ORD389212,ID0581715888,2019-11-28,,"[('Universe Note', 2), ('iAssist Line', 1), ('iStream', 2), ('Olivia x460', 2)]",11875.0,108.81,-37.8051279,144.9305831,0,11983.81,Spring,True,,we have one for each of my children so i bought this one for my mother. they are amazing tablets especially for the price!,1.0
ORD299284,ID0060096157,2019-10-28,,"[('Thunder line', 1), ('Universe Note', 1), ('iStream', 2)]",5930.0,104.79,-37.8181237,144.9850794,25,4552.29,Spring,True,1.2711,nice phone nice phone! got this phone and just like it alot! wokes very ncie with apps and all i put on this phone.,1.0
ORD379138,ID0125386161,2019-09-15,Thompson,"[('Thunder line', 2), ('Lucent 330S', 1), ('Universe Note', 1), ('Candle Inferno', 2)]",9900.0,,-37.8051413,144.94108319999995,5,9481.71,Spring,False,0.99,it's very good phone i like it so much!,1.0
ORD076815,ID0349920136,2019-03-01,,"[('Candle Inferno', 2), ('Olivia x460', 1), ('Thunder line', 2)]",6445.0,79.93,-37.8181824,145.00399109999995,5,6202.68,Autumn,True,1.1932,"great phone!! the s8 is an older model but for the price and condition it was it, i couldn’t beat it. it’s my fiancé’s every day phone and he loves it, the battery life is great it can be used for music etc all day and last about 15 hours. no scratches or dents when it arrived. i highly recommend",1.0
ORD438524,ID0531390702,2019-06-27,Thompson,"[('iAssist Line', 1), ('Alcon 10', 1), ('Universe Note', 2)]",18075.0,,-37.8254474,144.9530928,0,18130.6,Winter,False,1.5174,one star is the worst cell phone i ever had its ok for business but not for social communication,0.0
ORD342109,ID0163364625,2019-04-24,Thompson,"[('iAssist Line', 2), ('Toshika 750', 1), ('Alcon 10', 2), ('Universe Note', 1)]",30120.0,63.75,-37.8130029,144.9540946,0,30183.75,Autumn,False,0.6189,phone was in great shape great shape,1.0
ORD257112,ID2288769468,2019-04-29,Bakers,"[('iStream', 1), ('Olivia x460', 2), ('Lucent 330S', 2)]",5060.0,67.33,-37.8013695,145.0041559,15,4368.33,Autumn,False,1.2402,five stars i really like it it is easy to use,1.0
ORD058165,ID2266563659,2019-05-22,Thompson,"[('Lucent 330S', 2), ('iStream', 2), ('Toshika 750', 2), ('Olivia x460', 2)]",13850.0,63.83,-37.80856970000001,144.9549464,25,10451.33,Autumn,True,0.8298,"wasted money less than a month and the screen went black, not worth your money, this phone has been treated perfectly, literally never dropped. and the screen went out a month after ownership. wasted money!",0.0
ORD395518,ID0282825849,2019-12-29,Thompson,"[('Thunder line', 1), ('Universe Note', 2)]",9080.0,62.71,-37.80273620000001,144.95111780000005,0,9142.71,Summer,False,1.1621,"it keeps dropping calls the wifi don't work this is a waste of money this phone is worthless, it keeps dropping calls the wifi don't work this is a waste of money",0.0
ORD077724,ID3144992689,2019-10-13,Bakers,"[('Olivia x460', 1), ('Alcon 10', 1), ('Candle Inferno', 1)]",10605.0,77.37,-37.814464,144.9854415,10,9621.87,Spring,False,0.9943,"alcon x i would highly recommend this phone, this phone is amazing and awesome nothing bad to say about the sellers",
ORD238605,ID2016383845,2019-12-07,Bakers,"[('Candle Inferno', 2), ('iStream', 1)]",1010.0,89.75,-37.8099791,144.9904089,15,948.25,Summer,True,0.4242,it’s nice my cousin love it,1.0
ORD465636,ID0299024279,2019-03-25,Bakers,"[('pearTV', 1), ('Alcon 10', 1), ('iAssist Line', 1), ('Thunder line', 1)]",19665.0,82.37,-37.8065438,145.0107074,25,14831.12,Autumn,True,1.4142,"get one! as described perfect condition works like new. quite the upgrade for me, from ipad 2 and well worth the money.",1.0
ORD068209,ID0577396673,2019-06-07,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 1), ('Toshika 750', 1), ('iAssist Line', 2)]",27100.0,79.7,-37.82126,144.982661,25,20404.7,Winter,True,1.1904,"five stars great experience, will buy from this seller again!",1.0
ORD251426,ID4544035095,2019-02-25,Nickolson,"[('pearTV', 1), ('Lucent 330S', 1), ('Candle Inferno', 1), ('Alcon 10', 2)]",25870.0,71.84,-37.8117664,144.96381609999997,0,25941.84,Summer,False,0.9122,"absolutely amazing for its price, love!! honestly, this is the absolute best phone i have purchased so for. lucentrola has definitely gained a new loyal customer! this phone can do just about everything, i absolute love it ! and its bigger than i expected it to be",1.0
ORD211657,ID0367849064,2019-08-21,Nickolson,"[('Lucent 330S', 2), ('Olivia x460', 1), ('iAssist Line', 2)]",8135.0,73.63,-37.8009695,144.9646167,0,8208.63,Winter,False,2.0094,five stars very good,1.0
ORD207742,ID0577457231,2019-12-07,Nickolson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('pearTV', 1)]",16180.0,58.27,-37.8198091,144.97986880000005,25,12193.27,Summer,False,0.9173,verizon told me it was under contract to another person ... verizon told me it was under contract to another person or company. had to return it. what a bummer wasting time at the verizon store..,0.0
ORD089045,ID4735688198,2019-04-09,Thompson,"[('Alcon 10', 2), ('Toshika 750', 2), ('Lucent 330S', 2), ('iAssist Line', 2)]",33450.0,66.5,-37.8034971,144.9490475,0,33516.5,Autumn,False,1.0362,"my new xiaomi redmi note 7 very cheapest, excellent product",1.0
ORD361749,ID6202471403,2019-09-06,Nickolson,"[('Toshika 750', 2), ('Lucent 330S', 2)]",11100.0,75.91,-37.8213321,144.9769858,5,10620.91,Spring,False,0.7213,best used phone value battery had to be replaced after two months. but phone has otherwise worked great. better than looking for one off craigslist.,1.0
ORD036223,ID5402876536,2019-02-24,Nickolson,"[('Lucent 330S', 2), ('pearTV', 1), ('iStream', 2)]",9070.0,72.59,-37.8210648,144.9770092,15,7782.09,Summer,False,0.7111,durability good cuality,1.0
ORD424145,ID1132057288,2019-12-31,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 1), ('Thunder line', 2), ('pearTV', 1)]",15420.0,69.65,-37.8161305,144.9455199,5,14718.65,Summer,False,0.4083,happy with purchase good phone,1.0
ORD102731,ID6207067488,2019-05-08,Nickolson,"[('pearTV', 1), ('Lucent 330S', 1), ('Universe Note', 1), ('Candle Inferno', 1)]",11420.0,67.91,-37.8025965,144.96517580000003,15,9774.91,Autumn,True,1.822,useless it did not come with a sim card. therefore we cannot use it.,0.0
ORD084441,ID0224761617,2019-11-20,Bakers,"[('pearTV', 1), ('Thunder line', 1), ('Olivia x460', 1)]",9715.0,73.26,-37.8072243,144.9924968,15,8331.01,Spring,False,0.3912,"great cell phone for the price i really like this phone’s usability, quality, display size, overall functionality and look. the setup was super easy and so far everything works great. i’d purchase another phone from xiaomi without hesitation",1.0
ORD306349,ID0663120912,2019-11-06,Thompson,"[('Toshika 750', 2), ('iStream', 2), ('Lucent 330S', 2)]",11400.0,107.39,-37.800217,144.95485259999995,10,10367.39,Spring,True,1.5464,four stars works well but i feel that the battery should last longer with just texting and phone calls...,1.0
ORD486158,ID0581718875,2019-05-19,Thompson,"[('iAssist Line', 2), ('pearTV', 1)]",10760.0,,-37.8051413,144.9344689,25,8123.15,Autumn,False,1.3896,not i phone 6s not i phone 6s,0.0
ORD288603,ID5922126211,2019-03-06,Nickolson,"[('Lucent 330S', 1), ('pearTV', 1), ('Universe Note', 1), ('iStream', 1)]",11140.0,,-37.8187089,144.9705069,15,9531.34,Autumn,False,0.085,"worthy successor to the thunder line and right at home in the bed room as an alarm clock.  however, for the price it should come with the stand",1.0
ORD111803,ID0477079750,2019-03-09,Nickolson,"[('Lucent 330S', 1), ('iStream', 1), ('iAssist Line', 1), ('pearTV', 1)]",9915.0,81.7,-37.8061396,144.977778,15,8509.45,Autumn,True,1.5639,five stars very nice olivia universe. does everything i want in a phone.,
ORD343053,ID0589763586,2019-04-13,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('Toshika 750', 1), ('pearTV', 2)]",19025.0,66.94,-37.82183920000001,144.95183400000005,0,19091.94,Autumn,False,1.103,great phone i bought this phone for my teenage son after he had dropped his old phone and cracked the screen (it was not a olivia). he is very happy with this one.,1.0
ORD459555,ID2189382598,2019-11-19,Nickolson,"[('Alcon 10', 2), ('iStream', 2), ('iAssist Line', 1), ('pearTV', 2)]",33045.0,,-37.8083268,144.97693769999995,0,33152.22,Spring,True,1.3147,"great product, great experience, arrived quickly bought this phone as a gift for my son. high quality, pristine device. he hasn’t had a single complaint and is delighted!",1.0
ORD236700,ID0319157189,2019-05-06,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 1), ('iStream', 2), ('Universe Note', 2)]",11990.0,68.7,-37.805768,144.96684299999995,25,9061.2,Autumn,False,1.4476,pleased just got it yesterday. works pretty good so far for a replacement,
ORD215824,ID0299027333,2019-08-04,Bakers,"[('iStream', 2), ('iAssist Line', 2)]",4750.0,80.39,-37.80104420000001,145.008336,15,4117.89,Winter,True,1.5236,"good really like it, it works well, youll just have to buy a new charger cause it comes with a bad one",1.0
ORD453844,ID3213448168,2019-09-07,Thompson,"[('Candle Inferno', 1), ('iStream', 2), ('Lucent 330S', 1), ('Toshika 750', 1)]",6280.0,81.33,-37.8079653,144.9612612,0,6361.33,Spring,False,1.3537,three stars was awesome till i got the pink line problem,1.0
ORD190738,ID0579482315,2019-04-21,,"[('Olivia x460', 1), ('Toshika 750', 2), ('pearTV', 1)]",16175.0,78.91,-37.8164981,144.95036330000005,5,15445.16,Autumn,True,0.515,"best value the best cost effective, much higher value then any alcon or android products.",1.0
ORD181847,ID2190561000,2019-09-13,Nickolson,"[('Thunder line', 1), ('Toshika 750', 1)]",6500.0,76.33,-37.8142265,144.96318200000005,0,6576.33,Spring,False,0.7417,"great phone! battery life is incredible, camera is amazing, great phone overall!",1.0
ORD044446,ID1404234343,2019-11-15,Bakers,"[('iStream', 1), ('Thunder line', 1)]",2330.0,97.01,-37.8111455,144.99662,15,2077.51,Spring,True,0.1768,great product bang for buck,1.0
ORD028146,ID0317369539,2019-08-18,Thompson,"[('Candle Inferno', 1), ('Olivia x460', 1)]",1655.0,65.55,-37.8062634,144.9557985,25,1306.8,Winter,False,1.0481,"very nice. this phone is a welcome upgrade over my last one which was several years old. the screen is very nice, the whole phone seems quite well made. the battery is above average from my experience, but not spectacular. well worth the cost when ""worse"" phones sell for more money.",
ORD366056,ID0777769088,2019-09-10,Thompson,"[('Candle Inferno', 2), ('Thunder line', 2), ('Lucent 330S', 1), ('Olivia x460', 1)]",7675.0,80.73,-37.8061239,144.9583036,25,5836.98,Spring,False,1.2279,"simply perfect... this phone is just great, the 6gb of ram makes it incredibly fast, the reason for the 4 stars is the uncertainty of not knowing if i'm affected by the battery bug. but battery life even at full performance mode is awesome",1.0
ORD321594,ID6167440953,2019-06-01,Nickolson,"[('Alcon 10', 1), ('pearTV', 1)]",15260.0,62.05,-37.8161476,144.9639035,25,11507.05,Winter,False,0.5664,great value volume quality is excellent,
ORD151156,ID0317729584,2019-01-19,Thompson,"[('Olivia x460', 1), ('Thunder line', 2), ('Universe Note', 1)]",9035.0,96.73,-37.8089225,144.9575533,0,9131.73,Summer,True,1.0122,"great phone this phone is awesome. it has more features than what i need, and i love playing with it. olivia hit a home run with this phone.",1.0
ORD139232,ID1463620837,2019-03-28,Bakers,"[('Olivia x460', 1), ('Alcon 10', 1)]",10175.0,80.75,-37.8188237,145.0023458,0,10255.75,Autumn,True,1.1649,great product great product works perfect,1.0
ORD488444,ID2183273512,2019-07-31,Nickolson,"[('pearTV', 2), ('iAssist Line', 1), ('Toshika 750', 1), ('Olivia x460', 2)]",21615.0,69.71,-37.8074794,144.96295590000003,5,20603.96,Winter,False,1.3665,everything is perfect so far just got the phone up and running. everything is perfect so far. 5 stars for expection of this phone for appearence compared to description as written by seller. on time delivery and all items in box as described as well. will update if any problems occur.,1.0
ORD122857,ID0575384678,2019-08-18,Nickolson,"[('iStream', 1), ('iAssist Line', 2), ('Lucent 330S', 2)]",7060.0,79.15,-37.8193899,144.9818883,25,5374.15,Winter,True,1.0885,to get a good case and screen protection the phone is easy to use working very good,1.0
ORD130302,ID1899315556,2019-01-17,Thompson,"[('iStream', 2), ('Universe Note', 2), ('Alcon 10', 2), ('Thunder line', 1)]",27280.0,78.83,-37.82313,144.93784,25,20538.83,Summer,False,1.419,nice alcon nice alcon,1.0
ORD043070,ID5231691589,2019-03-24,Thompson,"[('Toshika 750', 1), ('Thunder line', 1)]",,68.47,-37.8224885,144.9400214,5,,Autumn,False,1.2561,olivia makes great products great phone with good camera,1.0
ORD002233,ID0036824725,2019-08-22,Thompson,"[('Olivia x460', 1), ('Alcon 10', 1), ('pearTV', 1)]",16485.0,64.51,-37.8246572,144.94309040000005,25,12428.26,Winter,True,1.3791,because it was phased out by at&t problem: phone was phased out by at&t so i couldn't even use it or buy sim card or anything for it! at&t should inform sellers!!,0.0
ORD333007,ID0369109139,2019-11-08,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 1)]",6770.0,,-37.8220093,144.9669997,25,5150.25,Spring,False,0.4413,"3.9/5 arrived today, seems no problem but a really little bit of scratches on the edges. but it's not appear. came with just charger and lightning usb. after having this for 4 days, i can tell you it was a good deal, at least for me!",1.0
ORD233745,ID4120677317,2019-09-13,Nickolson,"[('pearTV', 2), ('iStream', 1)]",12770.0,79.04,-37.809982,144.9645405,10,11572.04,Spring,False,1.0552,"high-end i already did tests, i made an excellent choice. i love",1.0
ORD070970,ID4721155494,2019-07-18,Thompson,"[('Alcon 10', 2), ('Candle Inferno', 2), ('Toshika 750', 2), ('Thunder line', 1)]",29580.0,,-37.80614050000001,144.9417082,15,25219.99,Winter,True,0.8667,the products were what i expected my son needed a new celular phone. he wanted an alcon. it works fine.,1.0
ORD378032,ID5563404257,2019-08-20,Bakers,"[('Alcon 10', 2), ('Olivia x460', 2), ('Toshika 750', 2)]",28990.0,68.22,-37.8167272,145.0089124,25,21810.72,Winter,False,1.4173,great buy this phone does all for me. battery life is perfect. i can go all day without charging.,1.0
ORD404647,ID0420022683,2019-04-13,Bakers,"[('Toshika 750', 1), ('Olivia x460', 1), ('Candle Inferno', 2), ('pearTV', 1)]",12715.0,77.09,-37.8108507,144.9982309,15,10884.84,Autumn,True,0.2804,five stars awesome,1.0
ORD408115,ID4754200403,2019-06-02,,"[('Olivia x460', 1), ('Universe Note', 1)]",4675.0,82.87,-37.8164601,144.9283916,25,3589.12,Winter,True,,as promised good condition as promised. works as expected,1.0
ORD102644,ID4061053475,2019-02-21,Bakers,"[('pearTV', 1), ('iStream', 2)]",6610.0,84.17,-37.8100036,144.9953046,10,6033.17,Summer,True,0.0064,"great phone but still not super fast this is one of the best phones on the market. however, it is still much slower than my laptop in regards to browsing the web or opening programs. there's always a 2 second delay for everything.",
ORD353259,ID1953967141,2019-05-30,Thompson,"[('pearTV', 1), ('iAssist Line', 1), ('iStream', 2)]",8835.0,67.55,-37.802079,144.9594714,5,8460.8,Autumn,True,1.6064,they lie whan they say its new .it is not new.a lot of old pics in phone memory dating from 2010 they offer this item for new and its not new at all..it is not new. a lot of old pics in phone memory dating from 2010,0.0
ORD424704,ID0652430419,2019-11-20,Nickolson,"[('Toshika 750', 1), ('pearTV', 1), ('Universe Note', 1), ('Alcon 10', 1)]",23030.0,68.06,-37.8049363,144.97577890000005,0,23098.06,Spring,False,1.6161,no headphone jack! no headphone jack,0.0
ORD145064,ID0581738968,2019-09-26,,"[('pearTV', 1), ('Candle Inferno', 2)]",7170.0,110.61,-37.8047586,144.9263996,10,6563.61,Spring,True,2.0201,love it. added it to an upstairs bedroom,1.0
ORD181231,ID0767730096,2019-09-28,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 2), ('Toshika 750', 1)]",23080.0,81.51,-37.8049643,144.970646,15,19699.51,Spring,False,1.5204,affordable phone with great feature regular use,1.0
ORD047703,ID0635501942,2019-04-09,Thompson,"[('Thunder line', 1), ('Alcon 10', 2), ('Candle Inferno', 1)]",20510.0,,-37.81453629999999,144.93904530000003,25,15462.23,Autumn,True,0.7355,very easy to install. voice control is great.,1.0
ORD427821,ID6167266615,2019-01-29,Nickolson,"[('Toshika 750', 2), ('Universe Note', 2)]",15540.0,94.9,-37.8117065,144.9646647,5,14857.9,Summer,True,0.879,"buy this phone love everything about this phone, better than any pear phone and on par with the latest android. there isn't a single thing about this phone i haven't loved. ps developer mode unlocks sooooo much customization!!",1.0
ORD243646,ID0206204623,2019-05-07,Thompson,"[('pearTV', 1), ('Candle Inferno', 2)]",7170.0,82.22,-37.818102,144.9317802,10,6535.22,Autumn,True,1.4741,i gave my husband this tablet for christmas. he is very pleased with the product. he likes it much better than the last tablet that i purchased him 3 years ago. he highly recommends the product.,1.0
ORD422983,ID0260907255,2019-10-08,Bakers,"[('Universe Note', 2), ('Toshika 750', 2), ('Olivia x460', 1), ('pearTV', 2)]",29385.0,95.76,-37.8247719,145.0073524,10,26542.26,Spring,True,1.9599,was told that this phone is not compatible with verizon. disappointed when i took this phone to verizon to change over and found that it was locked and not compatible,
ORD486074,ID5232347247,2019-10-14,Thompson,"[('Thunder line', 2), ('Toshika 750', 2)]",13000.0,96.94,-37.81139829999999,144.9494621,0,13096.94,Spring,True,0.2538,"bought this candle because of the great price. good thing, because i dropped the other one without the case on it and it cracked.",1.0
ORD485819,ID1953967173,2019-06-20,Thompson,"[('iStream', 1), ('Lucent 330S', 1), ('pearTV', 2)]",,81.21,-37.8019674,144.9594925,10,,Winter,True,1.6168,"this tablet is awesome...hd resolution, fast processor and affordable! highly recommended.",1.0
ORD345000,ID2189145391,2019-01-15,Thompson,"[('Alcon 10', 1), ('Candle Inferno', 1), ('iStream', 1)]",9530.0,92.61,-37.813629,144.9573836,15,8193.11,Summer,True,0.9133,four stars good price for the phone.,1.0
ORD119311,ID0591428482,2019-09-21,Nickolson,"[('pearTV', 2), ('Candle Inferno', 1), ('Alcon 10', 2)]",30950.0,82.69,-37.8184782,144.9639422,0,31032.69,Spring,True,0.4934,"ripoff this phone is worse than my first free cingular phone - it's not intuitive, reception is miss or miss, difficult to type on, battery life about half a day with minimal use, speakerphone does not work out of box, feels and looks like a dollar store pocket calculator, complete garbage.",0.0
ORD402869,ID0282825761,2019-07-01,,"[('Olivia x460', 1), ('iStream', 2), ('Universe Note', 2), ('Thunder line', 2)]",12785.0,67.73,-37.8022987,144.9522544,25,9656.48,Winter,False,,four stars it had few scratchs but other wise work perfectly,1.0
ORD022601,ID0247532606,2019-12-17,Thompson,"[('Alcon 10', 2), ('iAssist Line', 1), ('Candle Inferno', 2)]",20985.0,,-37.8179326,144.95112519999995,10,18956.78,Summer,False,0.6856,"temporary phone battery dies fast, screen gets stuck, i’ve seen the phone do weird stuff and my friend say “ send it back” i just don’t have time to deal with it. it is what it is.",1.0
ORD124672,ID0598401532,2019-01-06,Nickolson,"[('pearTV', 2), ('Universe Note', 2), ('Thunder line', 2), ('Candle Inferno', 1)]",24310.0,90.31,-37.8149591,144.9643868,25,18322.81,Summer,True,0.6083,good deal this was a very good deal for a kick ass phone that in in excellent condition,1.0
ORD341103,ID0593055580,2019-01-02,Nickolson,"[('Universe Note', 2), ('Thunder line', 2), ('iAssist Line', 2), ('Olivia x460', 1)]",16935.0,93.66,-37.8116412,144.9639439,0,17028.66,Summer,True,0.9178,got it on sale and it's good for what you pay for instead of paying a lot of money on an ipad.,1.0
ORD365238,ID4735909079,2019-11-24,Thompson,"[('Lucent 330S', 1), ('Candle Inferno', 1)]",1660.0,77.53,-37.804282,144.9497604,15,1488.53,Spring,False,0.9636,four stars so far good.,1.0
ORD362650,ID3095063270,2019-10-29,Thompson,"[('Lucent 330S', 2), ('Universe Note', 2), ('iStream', 2), ('Alcon 10', 2)]",27560.0,65.85,-37.8233121,144.9406361,0,27625.85,Spring,False,1.3125,do not buy the battery is terrible and every piece that can be loose/broken is.,0.0
ORD416210,ID0746912533,2019-08-21,Nickolson,"[('Olivia x460', 1), ('Candle Inferno', 2)]",2085.0,52.97,-37.8258144,144.9829053,0,2137.97,Winter,False,1.4229,not happy. phone sold was suppposed to be of new ... phone received is having scratch on top near sim card and also charger provided is not fast charger. charger and usb cable provided with phone is of low quality . not happy. phone sold was suppposed to be of new refurbished quality it have scratches,
ORD457632,ID0227324713,2019-04-21,Bakers,"[('Olivia x460', 2), ('pearTV', 1), ('iStream', 1), ('Alcon 10', 2)]",26810.0,78.6,-37.8042242,144.9934496,10,24207.6,Autumn,True,0.6614,worth it! the phone itself is in great condition! no scratches or anything. my spouse wants one now. my only issue is the battery. seems to drain a bit faster than normal but overall very satisfied. it came unlocked and i had no issues adding to my metro pcs line.,1.0
ORD132032,ID3215192006,2019-07-07,Thompson,"[('Candle Inferno', 1), ('Universe Note', 1)]",3880.0,64.25,-37.8069909,144.94992630000004,15,3362.25,Winter,False,0.6806,not so bad. but is not good can be better.,1.0
ORD262191,ID1463547106,2019-08-15,Bakers,"[('Olivia x460', 2), ('Lucent 330S', 2), ('Thunder line', 2)]",9270.0,67.11,-37.8187761,145.0037747,0,9337.11,Winter,False,1.2327,5 stars a beautiful and excellent smartphone from toshika. the phone runs super smooth and fast and toshika screens are second to none. buy it!,1.0
ORD329576,ID2187983891,2019-08-22,,"[('Olivia x460', 2), ('Thunder line', 1), ('pearTV', 2)]",17250.0,63.15,-37.81276079999999,144.96799840000003,0,17313.15,Winter,False,,perfecto hermoso,1.0
ORD389477,ID0277368256,2019-12-26,Bakers,"[('Universe Note', 1), ('Candle Inferno', 1), ('Toshika 750', 2)]",12520.0,98.5,-37.8064631,145.0103346,10,11366.5,Summer,True,1.3852,the inferno tablet is a nice size and is easy to use it is better then the 7in inferno,
ORD147160,ID6167344487,2019-08-08,Nickolson,"[('iStream', 1), ('Alcon 10', 1), ('Olivia x460', 2)]",11550.0,65.36,-37.8088896,144.9661459,15,9882.86,Winter,True,1.1211,"phone is not unlocked. it is locked to at&t network mine could not be used with t-mobile, it was locked to at&t",0.0
